20000 0.992579
40000 0.992611
60000 0.946613
80000 0.940405
100000 0.948591
120000 0.943425
140000 0.941250
160000 0.898253
180000 0.907543
200000 0.901594
220000 0.892094
240000 0.859576
260000 0.873550
280000 0.852694
300000 0.839290
320000 0.834631
340000 0.819579
360000 0.810237
380000 0.799016
400000 0.795399
420000 0.792259
440000 0.773281
460000 0.755427
480000 0.749183
500000 0.758638
520000 0.727874
540000 0.724817
560000 0.721660
580000 0.718790
600000 0.697125
620000 0.710320
640000 0.710192
660000 0.690742
680000 0.686320
700000 0.664835
720000 0.648261
740000 0.660044
760000 0.650350
780000 0.636387
800000 0.632749
820000 0.624398
840000 0.617055
860000 0.614501
880000 0.585693
900000 0.592299
920000 0.588820
940000 0.575836
960000 0.588046
980000 0.563207
1000000 0.551719
1020000 0.557074
1040000 0.542860
1060000 0.546598
1080000 0.525673
1100000 0.527725
1120000 0.536041
1140000 0.522214
1160000 0.527231
1180000 0.520542
1200000 0.497105
1220000 0.491241
1240000 0.491781
1260000 0.494374
1280000 0.469130
1300000 0.480257
1320000 0.467238
1340000 0.453098
1360000 0.460923
1380000 0.450311
1400000 0.452295
1420000 0.445684
1440000 0.423038
1460000 0.415633
1480000 0.395521
1500000 0.441037
1520000 0.422720
1540000 0.416105
1560000 0.393543
1580000 0.398994
1600000 0.385011
1620000 0.393977
1640000 0.387529
1660000 0.379276
1680000 0.384720
1700000 0.376759
1720000 0.370077
1740000 0.367593
1760000 0.361738
1780000 0.356099
1800000 0.356012
1820000 0.350743
1840000 0.325659
1860000 0.338439
1880000 0.329055
1900000 0.329130
1920000 0.332947
1940000 0.330706
1960000 0.306349
1980000 0.310232
2000000 0.330061
2020000 0.315046
2040000 0.312800
2060000 0.302859
2080000 0.311738
2100000 0.302823
2120000 0.313552
2140000 0.289787
2160000 0.300405
2180000 0.275715
2200000 0.284692
2220000 0.277389
2240000 0.275555
2260000 0.254807
2280000 0.261256
2300000 0.277101
2320000 0.258949
2340000 0.258789
2360000 0.243133
2380000 0.250843
2400000 0.268769
2420000 0.256639
2440000 0.244892
2460000 0.253243
2480000 0.234123
2500000 0.224710
2520000 0.230013
2540000 0.247815
2560000 0.225423
2580000 0.224301
2600000 0.236092
2620000 0.221592
2640000 0.215123
2660000 0.198457
2680000 0.216222
2700000 0.223342
2720000 0.207784
2740000 0.214079
2760000 0.204473
2780000 0.213064
2800000 0.187563
2820000 0.202550
2840000 0.189616
2860000 0.191661
2880000 0.184955
2900000 0.200431
2920000 0.181763
2940000 0.178422
2960000 0.200944
2980000 0.169516
3000000 0.177256
3020000 0.177987
3040000 0.185927
3060000 0.170989
3080000 0.158927
3100000 0.172162
3120000 0.157213
3140000 0.149332
3160000 0.151614
3180000 0.170929
3200000 0.166904
3220000 0.173798
3240000 0.137849
3260000 0.146909
3280000 0.157170
3300000 0.150993
3320000 0.139661
3340000 0.136209
3360000 0.150279
3380000 0.137661
3400000 0.150130
3420000 0.132188
3440000 0.135790
3460000 0.135901
3480000 0.129785
3500000 0.129080
3520000 0.123050
3540000 0.120392
3560000 0.128649
3580000 0.129055
3600000 0.116338
3620000 0.123685
3640000 0.130362
3660000 0.111016
3680000 0.120750
3700000 0.124671
3720000 0.119439
3740000 0.110715
3760000 0.107346
3780000 0.105257
3800000 0.140277
3820000 0.109557
3840000 0.108434
3860000 0.100000
3880000 0.123792
3900000 0.100000
3920000 0.100000
3940000 0.107875
3960000 0.100000
3980000 0.100000
4000000 0.106537
