-1.5000 -1.5000 -0.248634
-1.4900 -1.5000 -0.273912
-1.4799 -1.5000 -0.274244
-1.4699 -1.5000 -0.284176
-1.4599 -1.5000 -0.314148
-1.4498 -1.5000 -0.307979
-1.4398 -1.5000 -0.336435
-1.4298 -1.5000 -0.328721
-1.4197 -1.5000 -0.357211
-1.4097 -1.5000 -0.369006
-1.3997 -1.5000 -0.408534
-1.3896 -1.5000 -0.387526
-1.3796 -1.5000 -0.424061
-1.3696 -1.5000 -0.418752
-1.3595 -1.5000 -0.443397
-1.3495 -1.5000 -0.480698
-1.3395 -1.5000 -0.504309
-1.3294 -1.5000 -0.505629
-1.3194 -1.5000 -0.528757
-1.3094 -1.5000 -0.552344
-1.2993 -1.5000 -0.574518
-1.2893 -1.5000 -0.529804
-1.2793 -1.5000 -0.610181
-1.2692 -1.5000 -0.636246
-1.2592 -1.5000 -0.604526
-1.2492 -1.5000 -0.641003
-1.2391 -1.5000 -0.646672
-1.2291 -1.5000 -0.682089
-1.2191 -1.5000 -0.660335
-1.2090 -1.5000 -0.676410
-1.1990 -1.5000 -0.676456
-1.1890 -1.5000 -0.697637
-1.1789 -1.5000 -0.727447
-1.1689 -1.5000 -0.766662
-1.1589 -1.5000 -0.762919
-1.1488 -1.5000 -0.776288
-1.1388 -1.5000 -0.793426
-1.1288 -1.5000 -0.757318
-1.1187 -1.5000 -0.766993
-1.1087 -1.5000 -0.816399
-1.0987 -1.5000 -0.801037
-1.0886 -1.5000 -0.822844
-1.0786 -1.5000 -0.850234
-1.0686 -1.5000 -0.846915
-1.0585 -1.5000 -0.898055
-1.0485 -1.5000 -0.899913
-1.0385 -1.5000 -0.869398
-1.0284 -1.5000 -0.868087
-1.0184 -1.5000 -0.877601
-1.0084 -1.5000 -0.925221
-0.9983 -1.5000 -0.894654
-0.9883 -1.5000 -0.906861
-0.9783 -1.5000 -0.918411
-0.9682 -1.5000 -0.937531
-0.9582 -1.5000 -0.951984
-0.9482 -1.5000 -0.933274
-0.9381 -1.5000 -0.938106
-0.9281 -1.5000 -0.963957
-0.9181 -1.5000 -0.956595
-0.9080 -1.5000 -0.960892
-0.8980 -1.5000 -0.976863
-0.8880 -1.5000 -0.992929
-0.8779 -1.5000 -0.981525
-0.8679 -1.5000 -0.969106
-0.8579 -1.5000 -1.006855
-0.8478 -1.5000 -0.969057
-0.8378 -1.5000 -1.009248
-0.8278 -1.5000 -0.960082
-0.8177 -1.5000 -0.981955
-0.8077 -1.5000 -1.007864
-0.7977 -1.5000 -1.026793
-0.7876 -1.5000 -1.010986
-0.7776 -1.5000 -1.005960
-0.7676 -1.5000 -1.005891
-0.7575 -1.5000 -1.011747
-0.7475 -1.5000 -0.996227
-0.7375 -1.5000 -0.996874
-0.7274 -1.5000 -1.008587
-0.7174 -1.5000 -0.968994
-0.7074 -1.5000 -0.964574
-0.6973 -1.5000 -0.983202
-0.6873 -1.5000 -0.960589
-0.6773 -1.5000 -0.962307
-0.6672 -1.5000 -0.982347
-0.6572 -1.5000 -0.956381
-0.6472 -1.5000 -0.976995
-0.6371 -1.5000 -0.972059
-0.6271 -1.5000 -0.934553
-0.6171 -1.5000 -0.929513
-0.6070 -1.5000 -0.923386
-0.5970 -1.5000 -0.921756
-0.5870 -1.5000 -0.950632
-0.5769 -1.5000 -0.937695
-0.5669 -1.5000 -0.891190
-0.5569 -1.5000 -0.874512
-0.5468 -1.5000 -0.893575
-0.5368 -1.5000 -0.835158
-0.5268 -1.5000 -0.871199
-0.5167 -1.5000 -0.823619
-0.5067 -1.5000 -0.869086
-0.4967 -1.5000 -0.840735
-0.4866 -1.5000 -0.804882
-0.4766 -1.5000 -0.805561
-0.4666 -1.5000 -0.769738
-0.4565 -1.5000 -0.767671
-0.4465 -1.5000 -0.730397
-0.4365 -1.5000 -0.755209
-0.4264 -1.5000 -0.752716
-0.4164 -1.5000 -0.720637
-0.4064 -1.5000 -0.709265
-0.3963 -1.5000 -0.699147
