-1 -1 0.999469
-1 -0.98 0.999469
-1 -0.96 0.999469
-1 -0.94 0.999469
-1 -0.92 0.999469
-1 -0.9 0.999469
-1 -0.88 0.999469
-1 -0.86 0.999469
-1 -0.84 0.999469
-1 -0.82 0.999469
-1 -0.8 0.999469
-1 -0.78 0.999469
-1 -0.76 0.999469
-1 -0.74 0.999469
-1 -0.72 0.999469
-1 -0.7 0.999469
-1 -0.68 0.999469
-1 -0.66 0.999469
-1 -0.64 0.999468
-1 -0.62 0.999468
-1 -0.6 0.999468
-1 -0.58 0.999468
-1 -0.56 0.999468
-1 -0.54 0.999468
-1 -0.52 0.999468
-1 -0.5 0.999468
-1 -0.48 0.999468
-1 -0.46 0.999468
-1 -0.44 0.999468
-1 -0.42 0.999468
-1 -0.4 0.999468
-1 -0.38 0.999468
-1 -0.36 0.999468
-1 -0.34 0.999468
-1 -0.32 0.999468
-1 -0.3 0.999468
-1 -0.28 0.999468
-1 -0.26 0.999468
-1 -0.24 0.999468
-1 -0.22 0.999468
-1 -0.2 0.999468
-1 -0.18 0.999468
-1 -0.16 0.999468
-1 -0.14 0.999468
-1 -0.12 0.999468
-1 -0.1 0.999467
-1 -0.08 0.999467
-1 -0.06 0.999467
-1 -0.04 0.999467
-1 -0.02 0.999467
-1 6.17562e-16 0.999467
-1 0.02 0.999467
-1 0.04 0.999467
-1 0.06 0.999467
-1 0.08 0.999467
-1 0.1 0.999467
-1 0.12 0.999467
-1 0.14 0.999467
-1 0.16 0.999467
-1 0.18 0.999467
-1 0.2 0.999467
-1 0.22 0.999467
-1 0.24 0.999467
-1 0.26 0.999467
-1 0.28 0.999467
-1 0.3 0.999467
-1 0.32 0.999467
-1 0.34 0.999467
-1 0.36 0.999467
-1 0.38 0.999467
-1 0.4 0.999467
-1 0.42 0.999467
-1 0.44 0.999467
-1 0.46 0.999467
-1 0.48 0.999467
-1 0.5 0.999467
-1 0.52 0.999467
-1 0.54 0.999467
-1 0.56 0.999467
-1 0.58 0.999467
-1 0.6 0.999467
-1 0.62 0.999467
-1 0.64 0.999467
-1 0.66 0.999467
-1 0.68 0.999467
-1 0.7 0.999467
-1 0.72 0.999467
-1 0.74 0.999467
-1 0.76 0.999467
-1 0.78 0.999466
-1 0.8 0.999466
-1 0.82 0.999466
-1 0.84 0.999466
-1 0.86 0.999466
-1 0.88 0.999466
-1 0.9 0.999466
-1 0.92 0.999466
-1 0.94 0.999466
-1 0.96 0.999466
-1 0.98 0.999466
-0.98 -1 0.999469
-0.98 -0.98 0.999469
-0.98 -0.96 0.999469
-0.98 -0.94 0.999469
-0.98 -0.92 0.999469
-0.98 -0.9 0.999469
-0.98 -0.88 0.999469
-0.98 -0.86 0.999469
-0.98 -0.84 0.999469
-0.98 -0.82 0.999469
-0.98 -0.8 0.999469
-0.98 -0.78 0.999469
-0.98 -0.76 0.999469
-0.98 -0.74 0.999469
-0.98 -0.72 0.999469
-0.98 -0.7 0.999469
-0.98 -0.68 0.999469
-0.98 -0.66 0.999469
-0.98 -0.64 0.999469
-0.98 -0.62 0.999468
-0.98 -0.6 0.999468
-0.98 -0.58 0.999468
-0.98 -0.56 0.999468
-0.98 -0.54 0.999468
-0.98 -0.52 0.999468
-0.98 -0.5 0.999468
-0.98 -0.48 0.999468
-0.98 -0.46 0.999468
-0.98 -0.44 0.999468
-0.98 -0.42 0.999468
-0.98 -0.4 0.999468
-0.98 -0.38 0.999468
-0.98 -0.36 0.999468
-0.98 -0.34 0.999468
-0.98 -0.32 0.999468
-0.98 -0.3 0.999468
-0.98 -0.28 0.999468
-0.98 -0.26 0.999468
-0.98 -0.24 0.999468
-0.98 -0.22 0.999468
-0.98 -0.2 0.999468
-0.98 -0.18 0.999468
-0.98 -0.16 0.999468
-0.98 -0.14 0.999468
-0.98 -0.12 0.999468
-0.98 -0.1 0.999468
-0.98 -0.08 0.999467
-0.98 -0.06 0.999467
-0.98 -0.04 0.999467
-0.98 -0.02 0.999467
-0.98 6.17562e-16 0.999467
-0.98 0.02 0.999467
-0.98 0.04 0.999467
-0.98 0.06 0.999467
-0.98 0.08 0.999467
-0.98 0.1 0.999467
-0.98 0.12 0.999467
-0.98 0.14 0.999467
-0.98 0.16 0.999467
-0.98 0.18 0.999467
-0.98 0.2 0.999467
-0.98 0.22 0.999467
-0.98 0.24 0.999467
-0.98 0.26 0.999467
-0.98 0.28 0.999467
-0.98 0.3 0.999467
-0.98 0.32 0.999467
-0.98 0.34 0.999467
-0.98 0.36 0.999467
-0.98 0.38 0.999467
-0.98 0.4 0.999467
-0.98 0.42 0.999467
-0.98 0.44 0.999467
-0.98 0.46 0.999467
-0.98 0.48 0.999467
-0.98 0.5 0.999467
-0.98 0.52 0.999467
-0.98 0.54 0.999467
-0.98 0.56 0.999467
-0.98 0.58 0.999467
-0.98 0.6 0.999467
-0.98 0.62 0.999467
-0.98 0.64 0.999467
-0.98 0.66 0.999467
-0.98 0.68 0.999467
-0.98 0.7 0.999467
-0.98 0.72 0.999467
-0.98 0.74 0.999467
-0.98 0.76 0.999467
-0.98 0.78 0.999467
-0.98 0.8 0.999466
-0.98 0.82 0.999466
-0.98 0.84 0.999466
-0.98 0.86 0.999466
-0.98 0.88 0.999466
-0.98 0.9 0.999466
-0.98 0.92 0.999466
-0.98 0.94 0.999466
-0.98 0.96 0.999466
-0.98 0.98 0.999466
-0.96 -1 0.999469
-0.96 -0.98 0.999469
-0.96 -0.96 0.999469
-0.96 -0.94 0.999469
-0.96 -0.92 0.999469
-0.96 -0.9 0.999469
-0.96 -0.88 0.999469
-0.96 -0.86 0.999469
-0.96 -0.84 0.999469
-0.96 -0.82 0.999469
-0.96 -0.8 0.999469
-0.96 -0.78 0.999469
-0.96 -0.76 0.999469
-0.96 -0.74 0.999469
-0.96 -0.72 0.999469
-0.96 -0.7 0.999469
-0.96 -0.68 0.999469
-0.96 -0.66 0.999469
-0.96 -0.64 0.999469
-0.96 -0.62 0.999469
-0.96 -0.6 0.999468
-0.96 -0.58 0.999468
-0.96 -0.56 0.999468
-0.96 -0.54 0.999468
-0.96 -0.52 0.999468
-0.96 -0.5 0.999468
-0.96 -0.48 0.999468
-0.96 -0.46 0.999468
-0.96 -0.44 0.999468
-0.96 -0.42 0.999468
-0.96 -0.4 0.999468
-0.96 -0.38 0.999468
-0.96 -0.36 0.999468
-0.96 -0.34 0.999468
-0.96 -0.32 0.999468
-0.96 -0.3 0.999468
-0.96 -0.28 0.999468
-0.96 -0.26 0.999468
-0.96 -0.24 0.999468
-0.96 -0.22 0.999468
-0.96 -0.2 0.999468
-0.96 -0.18 0.999468
-0.96 -0.16 0.999468
-0.96 -0.14 0.999468
-0.96 -0.12 0.999468
-0.96 -0.1 0.999468
-0.96 -0.08 0.999468
-0.96 -0.06 0.999467
-0.96 -0.04 0.999467
-0.96 -0.02 0.999467
-0.96 6.17562e-16 0.999467
-0.96 0.02 0.999467
-0.96 0.04 0.999467
-0.96 0.06 0.999467
-0.96 0.08 0.999467
-0.96 0.1 0.999467
-0.96 0.12 0.999467
-0.96 0.14 0.999467
-0.96 0.16 0.999467
-0.96 0.18 0.999467
-0.96 0.2 0.999467
-0.96 0.22 0.999467
-0.96 0.24 0.999467
-0.96 0.26 0.999467
-0.96 0.28 0.999467
-0.96 0.3 0.999467
-0.96 0.32 0.999467
-0.96 0.34 0.999467
-0.96 0.36 0.999467
-0.96 0.38 0.999467
-0.96 0.4 0.999467
-0.96 0.42 0.999467
-0.96 0.44 0.999467
-0.96 0.46 0.999467
-0.96 0.48 0.999467
-0.96 0.5 0.999467
-0.96 0.52 0.999467
-0.96 0.54 0.999467
-0.96 0.56 0.999467
-0.96 0.58 0.999467
-0.96 0.6 0.999467
-0.96 0.62 0.999467
-0.96 0.64 0.999467
-0.96 0.66 0.999467
-0.96 0.68 0.999467
-0.96 0.7 0.999467
-0.96 0.72 0.999467
-0.96 0.74 0.999467
-0.96 0.76 0.999467
-0.96 0.78 0.999467
-0.96 0.8 0.999467
-0.96 0.82 0.999466
-0.96 0.84 0.999466
-0.96 0.86 0.999466
-0.96 0.88 0.999466
-0.96 0.9 0.999466
-0.96 0.92 0.999466
-0.96 0.94 0.999466
-0.96 0.96 0.999466
-0.96 0.98 0.999466
-0.94 -1 0.99947
-0.94 -0.98 0.999469
-0.94 -0.96 0.999469
-0.94 -0.94 0.999469
-0.94 -0.92 0.999469
-0.94 -0.9 0.999469
-0.94 -0.88 0.999469
-0.94 -0.86 0.999469
-0.94 -0.84 0.999469
-0.94 -0.82 0.999469
-0.94 -0.8 0.999469
-0.94 -0.78 0.999469
-0.94 -0.76 0.999469
-0.94 -0.74 0.999469
-0.94 -0.72 0.999469
-0.94 -0.7 0.999469
-0.94 -0.68 0.999469
-0.94 -0.66 0.999469
-0.94 -0.64 0.999469
-0.94 -0.62 0.999469
-0.94 -0.6 0.999469
-0.94 -0.58 0.999468
-0.94 -0.56 0.999468
-0.94 -0.54 0.999468
-0.94 -0.52 0.999468
-0.94 -0.5 0.999468
-0.94 -0.48 0.999468
-0.94 -0.46 0.999468
-0.94 -0.44 0.999468
-0.94 -0.42 0.999468
-0.94 -0.4 0.999468
-0.94 -0.38 0.999468
-0.94 -0.36 0.999468
-0.94 -0.34 0.999468
-0.94 -0.32 0.999468
-0.94 -0.3 0.999468
-0.94 -0.28 0.999468
-0.94 -0.26 0.999468
-0.94 -0.24 0.999468
-0.94 -0.22 0.999468
-0.94 -0.2 0.999468
-0.94 -0.18 0.999468
-0.94 -0.16 0.999468
-0.94 -0.14 0.999468
-0.94 -0.12 0.999468
-0.94 -0.1 0.999468
-0.94 -0.08 0.999468
-0.94 -0.06 0.999468
-0.94 -0.04 0.999467
